FirstSeen,Title,Artist,PeakRank,WeeksOnBoard,ArtistList
2012-08-11,Neon,Chris Young,92,4,Chris Young
2012-08-11,Come Wake Me Up,Rascal Flatts,52,20,Rascal Flatts
2012-08-11,Fastest Girl In Town,Miranda Lambert,47,19,Miranda Lambert
2012-08-04,Take A Little Ride,Jason Aldean,12,20,Jason Aldean
2012-07-28,Something To Do With My Hands,Thomas Rhett,93,4,Thomas Rhett
2012-07-28,That's Why I Pray,Big & Rich,82,10,Big & Rich
2012-07-28,50 Ways To Say Goodbye,Train,20,20,Train
2012-07-21,Truck Yeah,Tim McGraw,57,16,Tim McGraw
2012-07-14,The Wind,Zac Brown Band,70,11,Zac Brown Band
2012-07-07,Dark Side,Kelly Clarkson,42,15,Kelly Clarkson
2012-06-30,Over,Blake Shelton,43,18,Blake Shelton
2012-06-30,Hard To Love,Lee Brice,27,23,Lee Brice
2012-06-23,Glass,Thompson Square,84,11,Thompson Square
2012-06-23,Pontoon,Little Big Town,22,20,Little Big Town
2012-06-16,For You,Keith Urban,55,18,Keith Urban
2012-06-02,Cowboys And Angels,Dustin Lynch,40,22,Dustin Lynch
2012-06-02,Angel Eyes,Love And Theft,32,20,Love And Theft
2012-06-02,Come Over,Kenny Chesney,23,20,Kenny Chesney
2012-05-26,5-1-5-0,Dierks Bentley,33,20,Dierks Bentley
2012-05-19,Postcard From Paris,The Band Perry,60,17,The Band Perry
2012-05-19,Blown Away,Carrie Underwood,20,22,Carrie Underwood
2012-05-19,Both Of Us,B.o.B Featuring Taylor Swift,18,19,B.o.B;Taylor Swift
2012-05-12,Wanted,Hunter Hayes,16,46,Hunter Hayes
2012-05-05,Beers Ago,Toby Keith,52,15,Toby Keith
2012-04-21,Feel Like A Rock Star,Kenny Chesney & Tim McGraw,40,7,Kenny Chesney;Tim McGraw
2012-04-21,(Kissed You) Good Night,Gloriana,34,20,Gloriana
2012-04-14,Got My Country On,Chris Cagle,86,9,Chris Cagle
2012-04-14,Time Is Love,Josh Turner,44,25,Josh Turner
2012-04-07,Eyes Open,Taylor Swift,19,13,Taylor Swift
2012-03-31,Changed,Rascal Flatts,73,8,Rascal Flatts
2012-03-31,Even If It Breaks Your Heart,Eli Young Band,29,20,Eli Young Band
2012-03-24,No Hurry,Zac Brown Band,50,16,Zac Brown Band
2012-03-17,Springsteen,Eric Church,19,22,Eric Church
2012-03-10,Fly Over States,Jason Aldean,32,20,Jason Aldean
2012-03-10,Good Girl,Carrie Underwood,18,20,Carrie Underwood
2012-03-03,Banjo,Rascal Flatts,51,17,Rascal Flatts
2012-02-25,Somethin' 'Bout A Truck,Kip Moore,29,20,Kip Moore
2012-02-11,Drink On It,Blake Shelton,39,19,Blake Shelton
2012-02-04,Love's Gonna Make It Alright,George Strait,61,11,George Strait
2012-01-28,Drive By,Train,10,36,Train
2012-01-21,Where I Come From,Montgomery Gentry,71,15,Montgomery Gentry
2012-01-14,The Champ,Nelly,61,3,Nelly
2012-01-07,Safe & Sound,Taylor Swift Featuring The Civil Wars,30,17,The Civil Wars;Taylor Swift
2011-12-31,Better Than I Used To Be,Tim McGraw,52,20,Tim McGraw
2011-12-31,A Woman Like You,Lee Brice,33,20,Lee Brice
2011-12-24,I'll Be Home For Christmas,Kelly Clarkson,93,1,Kelly Clarkson
2011-12-24,You Gonna Fly,Keith Urban,54,18,Keith Urban
2011-12-24,Alone With You,Jake Owen,41,20,Jake Owen
2011-12-17,Camouflage,Brad Paisley,87,9,Brad Paisley
2011-11-26,Come Home,Faith Hill,82,1,Faith Hill
2011-11-26,Footloose,Blake Shelton,63,2,Blake Shelton
2011-11-26,Run,Matt Nathanson Featuring Sugarland,53,1,Matt Nathanson;Sugarland
2011-11-26,Home,Dierks Bentley,44,20,Dierks Bentley
2011-11-26,Superman,Taylor Swift,26,1,Taylor Swift
2011-11-26,Ours,Taylor Swift,13,20,Taylor Swift
2011-11-26,If This Was A Movie,Taylor Swift,10,2,Taylor Swift
2011-11-19,Reality,Kenny Chesney,62,20,Kenny Chesney
2011-11-19,Over You,Miranda Lambert,35,20,Miranda Lambert
2011-11-12,Storm Warning,Hunter Hayes,78,12,Hunter Hayes
2011-11-12,Bait A Hook,Justin Moore,63,10,Justin Moore
2011-11-12,Red Solo Cup,Toby Keith,15,20,Toby Keith
2011-11-12,Stronger (What Doesn't Kill You),Kelly Clarkson,1,37,Kelly Clarkson
2011-11-05,You,Chris Young,34,20,Chris Young
2011-10-15,Keep Me In Mind,Zac Brown Band,35,20,Zac Brown Band
2011-10-15,I Don't Want This Night To End,Luke Bryan,22,23,Luke Bryan
2011-10-08,Drink In My Hand,Eric Church,40,20,Eric Church
2011-10-08,Tattoos On This Town,Jason Aldean,38,20,Jason Aldean
2011-10-01,I Got Nothin',Darius Rucker,84,10,Darius Rucker
2011-10-01,You Don't Know Her Like I Do,Brantley Gilbert,49,24,Brantley Gilbert
2011-09-24,The Trouble With Girls,Scotty McCreery,55,18,Scotty McCreery
2011-09-24,All Your Life,The Band Perry,37,23,The Band Perry
2011-09-24,Wanted You More,Lady Antebellum,34,5,Lady Antebellum
2011-09-24,Mr. Know It All,Kelly Clarkson,10,23,Kelly Clarkson
2011-09-17,Dancin' Away With My Heart,Lady Antebellum,46,19,Lady Antebellum
2011-09-10,Love Don't Run,Steve Holy,78,7,Steve Holy
2011-09-10,I'm Gonna Love You Through It,Martina McBride,61,20,Martina McBride
2011-09-03,I Got You,Thompson Square,68,18,Thompson Square
2011-09-03,We Owned The Night,Lady Antebellum,31,20,Lady Antebellum
2011-08-27,Baggage Claim,Miranda Lambert,44,20,Miranda Lambert
2011-08-27,Drunk On You,Luke Bryan,16,24,Luke Bryan
2011-08-13,One More Drinkin' Song,Jerrod Niemann,72,18,Jerrod Niemann
2011-08-13,Easy,Rascal Flatts Featuring Natasha Bedingfield,43,23,Rascal Flatts;Natasha Bedingfield
2011-07-30,Long Hot Summer,Keith Urban,45,18,Keith Urban
2011-07-30,God Gave Me You,Blake Shelton,22,25,Blake Shelton
2011-07-23,I Wouldn't Be A Man,Josh Turner,92,1,Josh Turner
2011-07-16,I Won't Back Down,Blake Shelton & Dia Frampton,57,1,Dia Frampton;Blake Shelton
2011-07-16,Here For A Good Time,George Strait,46,20,George Strait
2011-07-09,"Save Me, San Francisco",Train,75,11,Train
2011-07-09,Country Must Be Country Wide,Brantley Gilbert,50,21,Brantley Gilbert
2011-07-02,Today Is Your Day,Shania Twain,66,1,Shania Twain
2011-07-02,Love Done Gone,Billy Currington,58,15,Billy Currington
2011-06-25,Teenage Daughters,Martina McBride,100,1,Martina McBride
2011-06-25,Made In America,Toby Keith,40,20,Toby Keith
2011-06-25,Remind Me,Brad Paisley Duet With Carrie Underwood,17,20,Brad Paisley;Carrie Underwood
2011-06-18,Just Fishin',Trace Adkins,61,20,Trace Adkins
2011-06-18,Take A Back Road,Rodney Atkins,23,23,Rodney Atkins
2011-06-11,You And Tequila,Kenny Chesney Featuring Grace Potter,33,20,Grace Potter;Kenny Chesney
2011-06-11,Like My Mother Does,Lauren Alaina,20,2,Lauren Alaina
2011-06-11,I Love You This Big,Scotty McCreery,11,16,Scotty McCreery
2011-05-28,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,18,20,Zac Brown Band;Jimmy Buffett
2011-05-21,Am I The Only One,Dierks Bentley,39,20,Dierks Bentley
2011-05-21,Just A Kiss,Lady Antebellum,7,42,Lady Antebellum
2011-05-07,Country Girl (Shake It For Me),Luke Bryan,22,20,Luke Bryan
2011-04-30,Barefoot Blue Jean Night,Jake Owen,21,24,Jake Owen
2011-04-23,Somewhere Else,Toby Keith,80,8,Toby Keith
2011-04-23,Old Alabama,Brad Paisley Featuring Alabama,38,20,Alabama;Brad Paisley
2011-04-23,Honey Bee,Blake Shelton,13,20,Blake Shelton
2011-04-23,Dirt Road Anthem,Jason Aldean,7,27,Jason Aldean
2011-04-09,If Heaven Wasn't So Far Away,Justin Moore,49,20,Justin Moore
2011-03-26,Live A Little,Kenny Chesney,61,12,Kenny Chesney
2011-03-26,Homeboy,Eric Church,53,21,Eric Church
2011-03-26,Without You,Keith Urban,52,18,Keith Urban
2011-03-26,Crazy Girl,Eli Young Band,30,36,Eli Young Band
2011-03-19,You Lie,The Band Perry,42,20,The Band Perry
2011-03-12,The Shape I'm In,Joe Nichols,91,2,Joe Nichols
2011-03-12,Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,87,2,Aaron Lewis;Charlie Daniels;George Jones
2011-03-05,Tomorrow,Chris Young,36,21,Chris Young
2011-02-26,Heart Like Mine,Miranda Lambert,44,20,Miranda Lambert
2011-02-05,Colder Weather,Zac Brown Band,29,20,Zac Brown Band
2011-01-15,A Little Bit Stronger,Sara Evans,34,21,Sara Evans
2011-01-08,Shake Up Christmas,Train,99,1,Train
2011-01-08,This Is Country Music,Brad Paisley,58,15,Brad Paisley
2011-01-01,What Do You Want,Jerrod Niemann,52,20,Jerrod Niemann
2011-01-01,Are You Gonna Kiss Me Or Not,Thompson Square,32,20,Thompson Square
2010-12-11,Let Me Down Easy,Billy Currington,46,20,Billy Currington
2010-12-04,Marry Me,Train,34,20,Train
2010-11-27,Hello World,Lady Antebellum,58,20,Lady Antebellum
2010-11-20,Bullets In The Gun,Toby Keith,83,14,Toby Keith
2010-11-20,Voices,Chris Young,53,20,Chris Young
2010-11-20,Who Are You When I'm Not Looking,Blake Shelton,46,20,Blake Shelton
2010-11-20,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,31,31,Jason Aldean;Kelly Clarkson
2010-11-20,Somewhere With You,Kenny Chesney,31,20,Kenny Chesney
2010-11-20,Felt Good On My Lips,Tim McGraw,26,20,Tim McGraw
2010-11-13,Long Live,Taylor Swift,85,1,Taylor Swift
2010-11-13,Never Grow Up,Taylor Swift,84,1,Taylor Swift
2010-11-13,Enchanted,Taylor Swift,75,1,Taylor Swift
2010-11-13,Last Kiss,Taylor Swift,71,1,Taylor Swift
2010-11-13,Haunted,Taylor Swift,63,2,Taylor Swift
2010-11-13,Better Than Revenge,Taylor Swift,56,1,Taylor Swift
2010-11-13,Someone Else Calling You Baby,Luke Bryan,56,20,Luke Bryan
2010-11-13,Dear John,Taylor Swift,54,1,Taylor Swift
2010-11-13,The Story Of Us,Taylor Swift,41,12,Taylor Swift
2010-11-13,I Won't Let Go,Rascal Flatts,31,20,Rascal Flatts
2010-11-13,Innocent,Taylor Swift,27,1,Taylor Swift
2010-11-13,Sparks Fly,Taylor Swift,17,20,Taylor Swift
2010-11-06,Mean,Taylor Swift,11,20,Taylor Swift
2010-10-30,This Ain't No Love Song,Trace Adkins,88,6,Trace Adkins
2010-10-30,Little Miss,Sugarland,71,14,Sugarland
2010-10-30,This,Darius Rucker,51,20,Darius Rucker
2010-10-30,Back To December,Taylor Swift,6,20,Taylor Swift
2010-10-23,Speak Now,Taylor Swift,8,3,Taylor Swift
2010-10-02,Smoke A Little Smoke,Eric Church,78,20,Eric Church
2010-10-02,Put You In A Song,Keith Urban,53,20,Keith Urban
2010-10-02,Turn On The Radio,Reba,53,18,Reba
2010-09-18,The Breath You Take,George Strait,63,20,George Strait
2010-09-18,Only Prettier,Miranda Lambert,61,19,Miranda Lambert
2010-09-18,Anything Like Me,Brad Paisley,48,19,Brad Paisley
2010-09-11,Trailerhood,Toby Keith,97,4,Toby Keith
2010-09-11,My Kinda Party,Jason Aldean,39,20,Jason Aldean
2010-09-04,Why Wait,Rascal Flatts,48,20,Rascal Flatts
2010-09-04,Just A Dream,Nelly,3,28,Nelly
2010-08-28,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,32,20,Zac Brown Band;Alan Jackson
2010-08-21,Mine,Taylor Swift,3,23,Taylor Swift
2010-08-14,The Boys of Fall,Kenny Chesney,18,18,Kenny Chesney
2010-08-14,Stuck Like Glue,Sugarland,17,24,Sugarland
2010-07-31,Come Back Song,Darius Rucker,37,20,Darius Rucker
2010-07-24,Up On The Ridge,Dierks Bentley,99,1,Dierks Bentley
2010-07-24,If I Die Young,The Band Perry,14,53,The Band Perry
2010-07-17,All Over Me,Josh Turner,59,18,Josh Turner
2010-07-10,Stay,Miley Cyrus,75,1,Miley Cyrus
2010-07-03,Farmer's Daughter,Rodney Atkins,47,21,Rodney Atkins
2010-07-03,All About Tonight,Blake Shelton,37,19,Blake Shelton
2010-06-26,If It's Love,Train,34,20,Train
2010-06-19,Little White Church,Little Big Town,59,20,Little Big Town
2010-06-19,Pretty Good At Drinkin' Beer,Billy Currington,41,20,Billy Currington
2010-06-05,Free,Zac Brown Band,34,19,Zac Brown Band
2010-06-05,Can't Be Tamed,Miley Cyrus,8,10,Miley Cyrus
2010-05-22,Love Like Crazy,Lee Brice,45,20,Lee Brice
2010-05-15,"Lover, Lover",Jerrod Niemann,29,20,Jerrod Niemann
2010-05-08,Still,Tim McGraw,91,1,Tim McGraw
2010-05-08,I Keep On Loving You,Reba,78,10,Reba
2010-05-01,Crazy Town,Jason Aldean,51,17,Jason Aldean
2010-05-01,Water,Brad Paisley,42,19,Brad Paisley
2010-04-24,All I Ever Wanted,Kelly Clarkson,96,6,Kelly Clarkson
2010-04-17,She Won't Be Lonely Long,Clay Walker,53,18,Clay Walker
2010-04-10,Wrong Baby Wrong,Martina McBride,74,15,Martina McBride
2010-04-10,Rain Is A Good Thing,Luke Bryan,37,20,Luke Bryan
2010-04-10,Pray For You,Jaron And The Long Road To Love,34,20,Jaron And The Long Road To Love
2010-04-10,The House That Built Me,Miranda Lambert,28,20,Miranda Lambert
2010-04-03,I Gotta Get To You,George Strait,70,13,George Strait
2010-03-20,Hell On The Heart,Eric Church,67,12,Eric Church
2010-03-20,Ain't Back Yet,Kenny Chesney,50,13,Kenny Chesney
2010-03-20,The Man I Want To Be,Chris Young,48,20,Chris Young
2010-03-13,Backwoods,Justin Moore,69,13,Justin Moore
2010-03-13,Gimmie That Girl,Joe Nichols,34,20,Joe Nichols
2010-02-13,Breathless,Taylor Swift,72,1,Taylor Swift
2010-02-06,Our Kind Of Love,Lady Antebellum,51,20,Lady Antebellum
2010-02-06,Today Was A Fairytale,Taylor Swift,2,18,Taylor Swift
2010-01-30,Ready To Love Again,Lady Antebellum,72,1,Lady Antebellum
2010-01-30,'Til Summer Comes Around,Keith Urban,58,16,Keith Urban
2010-01-30,Highway 20 Ride,Zac Brown Band,40,20,Zac Brown Band
2010-01-30,When I Look At You,Miley Cyrus,16,13,Miley Cyrus
2010-01-23,Love This Pain,Lady Antebellum,93,1,Lady Antebellum
2010-01-09,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,40,20,Trace Adkins;Blake Shelton
2010-01-09,American Honey,Lady Antebellum,25,20,Lady Antebellum
2009-12-26,Twang,George Strait,100,1,George Strait
2009-12-19,Cryin' For Me (Wayman's Song),Toby Keith,73,12,Toby Keith
2009-12-19,American Saturday Night,Brad Paisley,67,15,Brad Paisley
2009-12-12,All I Ask For Anymore,Trace Adkins,95,2,Trace Adkins
2009-12-12,That's How Country Boys Roll,Billy Currington,57,20,Billy Currington
2009-11-28,Why Don't We Just Dance,Josh Turner,35,20,Josh Turner
2009-11-21,Eight Second Ride,Jake Owen,70,13,Jake Owen
2009-11-21,The Truth,Jason Aldean,40,20,Jason Aldean
2009-11-14,Come In With The Rain,Taylor Swift,30,1,Taylor Swift
2009-11-14,Superstar,Taylor Swift,26,1,Taylor Swift
2009-11-14,The Other Side Of The Door,Taylor Swift,23,2,Taylor Swift
2009-11-14,Undo It,Carrie Underwood,23,20,Carrie Underwood
2009-11-14,Untouchable,Taylor Swift,19,2,Taylor Swift
2009-11-14,Jump Then Fall,Taylor Swift,10,3,Taylor Swift
2009-11-07,History In The Making,Darius Rucker,61,20,Darius Rucker
2009-11-07,Southern Voice,Tim McGraw,49,18,Tim McGraw
2009-11-07,Temporary Home,Carrie Underwood,41,20,Carrie Underwood
2009-10-31,Mama's Song,Carrie Underwood,56,19,Carrie Underwood
2009-10-31,White Liar,Miranda Lambert,38,20,Miranda Lambert
2009-10-17,I Wanna Make You Close Your Eyes,Dierks Bentley,52,20,Dierks Bentley
2009-10-17,Consider Me Gone,Reba,38,19,Reba
2009-10-17,"Hey, Soul Sister",Train,3,54,Train
2009-10-10,Red Light,David Nail,54,16,David Nail
2009-10-03,Cowboy Casanova,Carrie Underwood,11,20,Carrie Underwood
2009-09-26,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,18,21,Boys Like Girls;Taylor Swift
2009-09-19,Do I,Luke Bryan,34,20,Luke Bryan
2009-09-12,Runaway,Love And Theft,65,11,Love And Theft
2009-09-05,Joey,Sugarland,89,3,Sugarland
2009-09-05,I'm Alive,Kenny Chesney With Dave Matthews,32,16,Dave Matthews;Kenny Chesney
2009-08-29,Gettin' You Home,Chris Young,33,20,Chris Young
2009-08-29,Need You Now,Lady Antebellum,2,60,Lady Antebellum
2009-08-29,Party In The U.S.A.,Miley Cyrus,2,28,Miley Cyrus
2009-08-22,Welcome To The Future,Brad Paisley,42,16,Brad Paisley
2009-08-15,I Just Call You Mine,Martina McBride,97,1,Martina McBride
2009-08-15,It's A Business Doing Pleasure With You,Tim McGraw,59,7,Tim McGraw
2009-08-15,American Ride,Toby Keith,35,16,Toby Keith
2009-08-15,Smile,Uncle Kracker,31,33,Uncle Kracker
2009-08-08,Toes,Zac Brown Band,25,20,Zac Brown Band
2009-08-01,Sounds Like Life To Me,Darryl Worley,84,11,Darryl Worley
2009-07-18,I'll Just Hold On,Blake Shelton,76,14,Blake Shelton
2009-07-11,Love Your Love The Most,Eric Church,63,16,Eric Church
2009-06-27,Living For The Night,George Strait,53,17,George Strait
2009-06-27,Big Green Tractor,Jason Aldean,18,20,Jason Aldean
2009-06-20,Small Town USA,Justin Moore,44,20,Justin Moore
2009-06-13,Strange,Reba,76,9,Reba
2009-06-13,Boots On,Randy Houser,53,19,Randy Houser
2009-06-13,Wild At Heart,Gloriana,53,15,Gloriana
2009-06-13,Summer Nights,Rascal Flatts,37,18,Rascal Flatts
2009-05-30,Alright,Darius Rucker,30,20,Darius Rucker
2009-05-16,Lost You Anyway,Toby Keith,69,10,Toby Keith
2009-05-16,People Are Crazy,Billy Currington,27,20,Billy Currington
2009-05-02,I Do Not Hook Up,Kelly Clarkson,20,18,Kelly Clarkson
2009-05-02,Out Last Night,Kenny Chesney,16,20,Kenny Chesney
2009-04-25,Sissy's Song,Alan Jackson,61,13,Alan Jackson
2009-04-25,Butterfly Fly Away,Miley Cyrus & Billy Ray Cyrus,56,3,Miley Cyrus;Billy Ray Cyrus
2009-04-25,Unstoppable,Rascal Flatts,52,18,Rascal Flatts
2009-04-18,Things That Matter,Rascal Flatts,85,1,Rascal Flatts
2009-04-18,Sideways,Dierks Bentley,35,20,Dierks Bentley
2009-04-11,Love Who You Love,Rascal Flatts,59,1,Rascal Flatts
2009-04-11,Only You Can Love Me This Way,Keith Urban,34,19,Keith Urban
2009-04-11,Crazier,Taylor Swift,17,8,Taylor Swift
2009-04-04,Always The Love Songs,Eli Young Band,69,11,Eli Young Band
2009-04-04,I'm In,Keith Urban,60,16,Keith Urban
2009-04-04,Forever,Rascal Flatts,53,1,Rascal Flatts
2009-04-04,Then,Brad Paisley,28,20,Brad Paisley
2009-04-04,I Run To You,Lady Antebellum,27,21,Lady Antebellum
2009-03-28,One In Every Crowd,Montgomery Gentry,53,17,Montgomery Gentry
2009-03-28,Whatever It Is,Zac Brown Band,26,20,Zac Brown Band
2009-03-28,Home Sweet Home,Carrie Underwood,21,3,Carrie Underwood
2009-03-28,Hoedown Throwdown,Miley Cyrus,18,13,Miley Cyrus
2009-03-28,Kiss A Girl,Keith Urban,16,20,Keith Urban
2009-03-28,Already Gone,Kelly Clarkson,13,31,Kelly Clarkson
2009-03-21,Marry For Money,Trace Adkins,98,3,Trace Adkins
2009-03-21,It Happens,Sugarland,33,20,Sugarland
2009-03-21,The Climb,Miley Cyrus,4,28,Miley Cyrus
2009-03-14,Ride,Martina McBride,82,8,Martina McBride
2009-03-14,Here Comes Goodbye,Rascal Flatts,11,16,Rascal Flatts
2009-03-07,It's America,Rodney Atkins,44,20,Rodney Atkins
2009-02-28,Nothin' To Die For,Tim McGraw,68,11,Tim McGraw
2009-02-28,I Told You So,Carrie Underwood Featuring Randy Travis,9,18,Carrie Underwood;Randy Travis
2009-02-14,Don't Think I Can't Love You,Jake Owen,57,15,Jake Owen
2009-01-31,More Like Her,Miranda Lambert,90,8,Miranda Lambert
2009-01-31,Last Call,Lee Ann Womack,77,9,Lee Ann Womack
2009-01-31,My Life Would Suck Without You,Kelly Clarkson,1,24,Kelly Clarkson
2009-01-10,Fly On The Wall,Miley Cyrus,84,2,Miley Cyrus
2009-01-03,It Won't Be Like This For Long,Darius Rucker,36,20,Darius Rucker
2008-12-20,River Of Love,George Strait,59,20,George Strait
2008-12-20,Down The Road,Kenny Chesney With Mac McAnally,47,18,Mac McAnally;Kenny Chesney
2008-12-06,Anything Goes,Randy Houser,92,5,Randy Houser
2008-12-06,God Love Her,Toby Keith,36,20,Toby Keith
2008-11-29,Hey Stephen,Taylor Swift,94,1,Taylor Swift
2008-11-29,Breathe,Taylor Swift Featuring Colbie Caillat,87,1,Colbie Caillat;Taylor Swift
2008-11-29,The Way I Loved You,Taylor Swift,72,1,Taylor Swift
2008-11-29,Forever & Always,Taylor Swift,34,3,Taylor Swift
2008-11-29,Sweet Thing,Keith Urban,30,20,Keith Urban
2008-11-29,She's Country,Jason Aldean,29,20,Jason Aldean
2008-11-29,Fifteen,Taylor Swift,23,21,Taylor Swift
2008-11-29,White Horse,Taylor Swift,13,22,Taylor Swift
2008-11-22,You Belong With Me,Taylor Swift,2,50,Taylor Swift
2008-11-15,Country Boy,Alan Jackson,49,19,Alan Jackson
2008-11-15,You're Not Sorry,Taylor Swift,11,5,Taylor Swift
2008-11-08,Don't,Billy Currington,52,20,Billy Currington
2008-11-08,She Wouldn't Be Gone,Blake Shelton,43,20,Blake Shelton
2008-11-01,Start A Band,Brad Paisley Duet With Keith Urban,55,16,Brad Paisley;Keith Urban
2008-11-01,Fearless,Taylor Swift,9,15,Taylor Swift
2008-10-25,Lookin' For A Good Time,Lady Antebellum,67,15,Lady Antebellum
2008-10-25,Feel That Fire,Dierks Bentley,32,21,Dierks Bentley
2008-10-18,Here,Rascal Flatts,50,17,Rascal Flatts
2008-10-11,Already Gone,Sugarland,41,19,Sugarland
2008-10-04,Chicken Fried,Zac Brown Band,20,25,Zac Brown Band
2008-09-27,Let It Go,Tim McGraw,47,15,Tim McGraw
2008-09-27,Roll With Me,Montgomery Gentry,33,20,Montgomery Gentry
2008-09-27,Love Story,Taylor Swift,4,49,Taylor Swift
2008-09-20,Country Man,Luke Bryan,74,9,Luke Bryan
2008-08-30,Warrior,Nelly,96,1,Nelly
2008-08-30,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,41,20,The Wailers;Kenny Chesney
2008-08-30,Change,Taylor Swift,10,3,Taylor Swift
2008-08-23,Just A Dream,Carrie Underwood,29,20,Carrie Underwood
2008-08-09,Breakout,Miley Cyrus,56,4,Miley Cyrus
2008-08-02,Do You Believe Me Now,Jimmy Wayne,36,20,Jimmy Wayne
2008-07-26,Learning How To Bend,Gary Allan,96,4,Gary Allan
2008-07-26,Troubadour,George Strait,54,15,George Strait
2008-07-26,Waitin' On A Woman,Brad Paisley,44,20,Brad Paisley
2008-07-26,She Never Cried In Front Of Me,Toby Keith,42,20,Toby Keith
2008-07-26,Don't Think I Don't Think About It,Darius Rucker,35,20,Darius Rucker
2008-07-19,All Summer Long,Kid Rock,23,20,Kid Rock
2008-07-12,Life In A Northern Town,Sugarland Featuring Little Big Town & Jake Owen,43,3,Sugarland;Little Big Town;Jake Owen
2008-07-05,You Look Good In My Shirt,Keith Urban,44,17,Keith Urban
2008-07-05,All I Want To Do,Sugarland,18,16,Sugarland
2008-06-21,7 Things,Miley Cyrus,9,15,Miley Cyrus
2008-06-14,Put A Girl In It,Brooks & Dunn,54,13,Brooks & Dunn
2008-06-07,Should've Said No,Taylor Swift,33,20,Taylor Swift
2008-05-24,Good Time,Alan Jackson,40,20,Alan Jackson
2008-05-17,Gunpowder And Lead,Miranda Lambert,52,17,Miranda Lambert
2008-04-26,Better As A Memory,Kenny Chesney,46,17,Kenny Chesney
2008-04-26,Home,Blake Shelton,41,20,Blake Shelton
2008-04-26,Praying For Time,Carrie Underwood,27,2,Carrie Underwood
2008-04-19,We Weren't Crazy,Josh Gracin,82,10,Josh Gracin
2008-04-19,Trying To Stop Your Leaving,Dierks Bentley,73,15,Dierks Bentley
2008-04-19,Back When I Knew It All,Montgomery Gentry,56,18,Montgomery Gentry
2008-04-19,Last Name,Carrie Underwood,19,20,Carrie Underwood
2008-03-29,Every Day,Rascal Flatts,45,17,Rascal Flatts
2008-03-29,I'm Still A Guy,Brad Paisley,33,20,Brad Paisley
2008-03-22,She's A Hottie,Toby Keith,71,11,Toby Keith
2008-03-15,Love Don't Live Here,Lady Antebellum,53,18,Lady Antebellum
2008-03-08,Love Is A Beautiful Thing,Phil Vassar,48,17,Phil Vassar
2008-03-08,I Saw God Today,George Strait,33,20,George Strait
2008-03-08,Just Got Started Lovin' You,James Otto,27,20,James Otto
2008-03-01,Picture To Burn,Taylor Swift,28,20,Taylor Swift
2008-02-16,You're Gonna Miss This,Trace Adkins,12,20,Trace Adkins
2008-02-02,God Must Be Busy,Brooks & Dunn,78,11,Brooks & Dunn
2008-02-02,Laughed Until We Cried,Jason Aldean,61,16,Jason Aldean
2008-02-02,What Kinda Gone,Chris Cagle,54,20,Chris Cagle
2008-01-26,Get My Drink On,Toby Keith,88,5,Toby Keith
2008-01-26,Suspicions,Tim McGraw,87,5,Tim McGraw
2008-01-19,Start All Over,Miley Cyrus,68,3,Miley Cyrus
2008-01-19,Shiftwork,Kenny Chesney Duet With George Strait,47,16,Kenny Chesney;George Strait
2008-01-19,Small Town Southern Man,Alan Jackson,42,20,Alan Jackson
2008-01-19,All-American Girl,Carrie Underwood,27,20,Carrie Underwood
2008-01-05,Do You Hear What I Hear,Carrie Underwood,90,1,Carrie Underwood
2007-12-22,See You Again,Miley Cyrus,10,27,Miley Cyrus
2007-12-08,Cleaning This Gun (Come On In Boy),Rodney Atkins,40,20,Rodney Atkins
2007-12-01,Letter To Me,Brad Paisley,40,20,Brad Paisley
2007-11-10,Another Side Of You,Joe Nichols,99,2,Joe Nichols
2007-11-10,Winner At A Losing Game,Rascal Flatts,52,20,Rascal Flatts
2007-11-10,Watching Airplanes,Gary Allan,43,20,Gary Allan
2007-10-27,As If,Sara Evans,62,10,Sara Evans
2007-10-27,Stay,Sugarland,32,20,Sugarland
2007-10-20,Everybody,Keith Urban,64,19,Keith Urban
2007-10-20,What Do Ya Think About That,Montgomery Gentry,57,20,Montgomery Gentry
2007-10-13,Nothin' Better To Do,LeAnn Rimes,73,13,LeAnn Rimes
2007-10-13,Our Song,Taylor Swift,16,36,Taylor Swift
2007-10-06,Famous In A Small Town,Miranda Lambert,87,8,Miranda Lambert
2007-09-29,Firecracker,Josh Turner,50,20,Josh Turner
2007-09-22,Fall,Clay Walker,55,18,Clay Walker
2007-09-22,How 'Bout Them Cowgirls,George Strait,49,20,George Strait
2007-09-22,Don't Blink,Kenny Chesney,29,20,Kenny Chesney
2007-09-15,Wadsyaname,Nelly,43,6,Nelly
2007-09-01,So Small,Carrie Underwood,17,20,Carrie Underwood
2007-08-25,If You're Reading This,Tim McGraw,41,18,Tim McGraw
2007-08-18,All My Friends Say,Luke Bryan,59,13,Luke Bryan
2007-08-18,Free And Easy (Down The Road I Go),Dierks Bentley,46,20,Dierks Bentley
2007-08-11,Proud Of The House We Built,Brooks & Dunn,57,15,Brooks & Dunn
