FirstSeen,Title,Artist,PeakRank,WeeksOnBoard,ArtistList
1975-10-18,Fire On The Mountain,The Marshall Tucker Band,38,13,The Marshall Tucker Band
1975-10-18,Secret Love,Freddy Fender,20,11,Freddy Fender
1975-10-11,Indian Love Call,Ray Stevens,68,5,Ray Stevens
1975-10-11,What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov,Jessi Colter,57,5,Jessi Colter
1975-09-20,Are You Sure Hank Done It This Way,Waylon Jennings,60,9,Waylon Jennings
1975-09-20,Keep On Tryin',Poco,50,9,Poco
1975-09-20,Something Better To Do,Olivia Newton-John,13,11,Olivia Newton-John
1975-09-20,Heat Wave/love Is A Rose,Linda Ronstadt,5,13,Linda Ronstadt
1975-09-13,Lyin' Eyes,Eagles,2,14,Eagles
1975-09-06,You Ain't Never Been Loved (Like I'm Gonna Love You),Jessi Colter,64,5,Jessi Colter
1975-09-06,Love Is A Rose,Linda Ronstadt,63,2,Linda Ronstadt
1975-08-30,Blue Eyes Crying In The Rain,Willie Nelson,21,18,Willie Nelson
1975-08-23,The Millionaire,Dr. Hook,95,5,Dr. Hook
1975-08-16,I Got Stoned And I Missed It,Jim Stafford,37,9,Jim Stafford
1975-08-16,Carolina In The Pines,Michael Murphey,21,13,Michael Murphey
1975-08-16,I'm Sorry,John Denver,1,18,John Denver
1975-07-26,It Doesn't Matter Anymore/When Will I Be Loved,Linda Ronstadt,47,4,Linda Ronstadt
1975-07-05,Keep Our Love Alive,Paul Davis,90,2,Paul Davis
1975-07-05,The Biggest Parakeets In Town,Jud Strunk,50,6,Jud Strunk
1975-06-21,Third Rate Romance,Amazing Rhythm Aces,14,16,Amazing Rhythm Aces
1975-06-21,Wasted Days And Wasted Nights,Freddy Fender,8,19,Freddy Fender
1975-06-14,Wonderful Baby,Don McLean,93,3,Don McLean
1975-06-07,Make The World Go Away,Donny & Marie Osmond,44,6,Donny;Marie Osmond
1975-06-07,Please Mr. Please,Olivia Newton-John,3,15,Olivia Newton-John
1975-05-31,Burnin' Thing,Mac Davis,53,8,Mac Davis
1975-05-31,Rag Doll,Sammy Johns,52,8,Sammy Johns
1975-05-31,Every Time You Touch Me (I Get High),Charlie Rich,19,12,Charlie Rich
1975-05-31,One Of These Nights,Eagles,1,17,Eagles
1975-05-31,Rhinestone Cowboy,Glen Campbell,1,23,Glen Campbell
1975-05-24,Damn It All,Gene Cotton,73,3,Gene Cotton
1975-05-10,Long Haired Country Boy,The Charlie Daniels Band,56,8,The Charlie Daniels Band
1975-05-10,T-R-O-U-B-L-E,Elvis Presley,35,9,Elvis Presley
1975-05-03,Lizzie And The Rainman,Tanya Tucker,37,9,Tanya Tucker
1975-04-26,This Ol' Cowboy,The Marshall Tucker Band,78,4,The Marshall Tucker Band
1975-04-26,Misty,Ray Stevens,14,16,Ray Stevens
1975-04-12,When Will I Be Loved,Linda Ronstadt,2,15,Linda Ronstadt
1975-04-05,(if You Add) All The Love In The World,Mac Davis,54,4,Mac Davis
1975-04-05,I'm Not Lisa,Jessi Colter,4,17,Jessi Colter
1975-03-29,Rainy Day People,Gordon Lightfoot,26,11,Gordon Lightfoot
1975-03-29,Wildfire,Michael Murphey,3,19,Michael Murphey
1975-03-22,It Do Feel Good,Donna Fargo,98,2,Donna Fargo
1975-03-22,Thank God I'm A Country Boy,John Denver,1,19,John Denver
1975-03-15,Sneaky Snake,Tom T. Hall,55,6,Tom T. Hall
1975-03-15,I'm Her Fool,Billy Swan,53,4,Billy Swan
1975-03-08,Who's Sorry Now,Marie Osmond,40,6,Marie Osmond
1975-02-22,Linda On My Mind,Conway Twitty,61,8,Conway Twitty
1975-02-08,The South's Gonna Do It,The Charlie Daniels Band,29,10,The Charlie Daniels Band
1975-02-01,My Elusive Dreams,Charlie Rich,49,6,Charlie Rich
1975-02-01,Wolf Creek Pass,C.W. McCall,40,11,C.W. McCall
1975-02-01,Chevy Van,Sammy Johns,5,17,Sammy Johns
1975-02-01,Before The Next Teardrop Falls,Freddy Fender,1,21,Freddy Fender
1975-01-25,My Boy,Elvis Presley,20,11,Elvis Presley
1975-01-25,Have You Never Been Mellow,Olivia Newton-John,1,16,Olivia Newton-John
1975-01-04,"What A Man, My Man Is",Lynn Anderson,93,3,Lynn Anderson
1974-12-28,Sweet Surrender,John Denver,13,11,John Denver
1974-12-21,Day Tripper,Anne Murray,59,6,Anne Murray
1974-12-21,Your Bulldog Drinks Champagne,Jim Stafford,24,10,Jim Stafford
1974-12-07,Rock N' Roll (I Gave You The Best Years Of My Life),Mac Davis,15,11,Mac Davis
1974-12-07,You're No Good,Linda Ronstadt,1,16,Linda Ronstadt
1974-11-30,Best Of My Love,Eagles,1,19,Eagles
1974-11-23,"Ruby, Baby","Billy ""Crash"" Craddock",33,9,"Billy ""Crash"" Craddock"
1974-11-16,Sunshine Roses,Gene Cotton,79,5,Gene Cotton
1974-11-16,Mississippi Cotton Picking Delta Town,Charley Pride,70,4,Charley Pride
1974-11-16,Morning Side Of The Mountain,Donny & Marie Osmond,8,16,Donny;Marie Osmond
1974-11-09,Just One Look,Anne Murray,86,2,Anne Murray
1974-11-09,U.S. Of A,Donna Fargo,86,4,Donna Fargo
1974-10-26,Promised Land,Elvis Presley,14,13,Elvis Presley
1974-10-12,Early Morning Love,Sammy Johns,68,8,Sammy Johns
1974-10-12,Ride 'em Cowboy,Paul Davis,23,18,Paul Davis
1974-09-28,My Country,Jud Strunk,59,4,Jud Strunk
1974-09-28,She Called Me Baby,Charlie Rich,47,7,Charlie Rich
1974-09-28,I Can Help,Billy Swan,1,18,Billy Swan
1974-09-21,James Dean,Eagles,77,5,Eagles
1974-09-21,Back Home Again,John Denver,5,16,John Denver
1974-09-14,Please Don't Tell Me How The Story Ends,Ronnie Milsap,95,2,Ronnie Milsap
1974-09-07,I'm A Ramblin' Man,Waylon Jennings,75,7,Waylon Jennings
1974-08-31,Carefree Highway,Gordon Lightfoot,10,14,Gordon Lightfoot
1974-08-24,Stop And Smell The Roses,Mac Davis,9,14,Mac Davis
1974-08-17,I Honestly Love You,Olivia Newton-John,1,24,Olivia Newton-John
1974-08-03,The Man That Turned My Mama On,Tanya Tucker,86,4,Tanya Tucker
1974-08-03,I Love My Friend,Charlie Rich,24,13,Charlie Rich
1974-07-27,Moonlight Special,Ray Stevens,73,7,Ray Stevens
1974-07-13,It Could Have Been Me,Sami Jo,46,13,Sami Jo
1974-07-06,Wildwood Weed,Jim Stafford,7,14,Jim Stafford
1974-07-06,I'm Leaving It (All) Up To You,Donny & Marie Osmond,4,15,Donny;Marie Osmond
1974-06-29,You Can't Be A Beacon (if Your Light Don't Shine),Donna Fargo,57,13,Donna Fargo
1974-06-29,Old Home Filler-up An' Keep On-a-truckin' Cafe,C.W. McCall,54,7,C.W. McCall
1974-06-29,Rub It In,"Billy ""Crash"" Craddock",16,15,"Billy ""Crash"" Craddock"
1974-06-15,That Song Is Driving Me Crazy,Tom T. Hall,63,4,Tom T. Hall
1974-06-08,Room Full Of Roses,Mickey Gilley,50,11,Mickey Gilley
1974-06-08,If You Talk In Your Sleep,Elvis Presley,17,13,Elvis Presley
1974-06-01,ANNIE's SONG,John Denver,1,17,John Denver
1974-05-18,Come Monday,Jimmy Buffett,30,14,Jimmy Buffett
1974-05-04,I Don't See Me In Your Eyes Anymore,Charlie Rich,47,6,Charlie Rich
1974-05-04,Already Gone,Eagles,32,15,Eagles
1974-04-20,My Girl Bill,Jim Stafford,12,15,Jim Stafford
1974-04-20,You Won't See Me,Anne Murray,8,20,Anne Murray
1974-04-13,If You Love Me (let Me Know),Olivia Newton-John,5,20,Olivia Newton-John
1974-04-13,Sundown,Gordon Lightfoot,1,18,Gordon Lightfoot
1974-04-13,The Streak,Ray Stevens,1,17,Ray Stevens
1974-04-06,Silver Threads And Golden Needles,Linda Ronstadt,67,7,Linda Ronstadt
1974-03-30,One Hell Of A Woman,Mac Davis,11,28,Mac Davis
1974-03-23,Loving Arms,Kris Kristofferson & Rita Coolidge,86,5,Kris Kristofferson;Rita Coolidge
1974-02-23,A Very Special Love Song,Charlie Rich,11,14,Charlie Rich
1974-02-16,The Crude Oil Blues,Jerry Reed,91,5,Jerry Reed
1974-02-16,Would You Lay With Me (in A Field Of Stone),Tanya Tucker,46,10,Tanya Tucker
1974-02-09,Houston (I'm Comin' To See You),Glen Campbell,68,6,Glen Campbell
1974-02-09,I've Got A Thing About You Baby/Take Good Care Of Her,Elvis Presley,39,12,Elvis Presley
1974-02-09,Tell Me A Lie,Sami Jo,21,14,Sami Jo
1974-01-26,Jolene,Dolly Parton,60,8,Dolly Parton
1974-01-26,There Won't Be Anymore,Charlie Rich,18,15,Charlie Rich
1974-01-26,Sunshine On My Shoulders,John Denver,1,18,John Denver
1974-01-05,Americans,Byron MacGregor,4,12,Byron MacGregor
1973-12-22,"Please, Daddy",John Denver,69,5,John Denver
1973-12-15,Somewhere Between Love And Tomorrow,Roy Clark,81,5,Roy Clark
1973-12-15,Love Song,Anne Murray,12,17,Anne Murray
1973-12-08,I Love,Tom T. Hall,12,16,Tom T. Hall
1973-12-01,Love Has No Pride,Linda Ronstadt,51,11,Linda Ronstadt
1973-11-24,If We Make It Through December,Merle Haggard,28,11,Merle Haggard
1973-11-17,A Song I'd Like To Sing,Kris Kristofferson & Rita Coolidge,49,10,Kris Kristofferson;Rita Coolidge
1973-11-17,Let Me Be There,Olivia Newton-John,6,19,Olivia Newton-John
1973-11-10,Spiders & Snakes,Jim Stafford,3,23,Jim Stafford
1973-10-06,Little Girl Gone,Donna Fargo,57,10,Donna Fargo
1973-09-29,Country Sunshine,Dottie West,49,11,Dottie West
1973-09-29,The Most Beautiful Girl,Charlie Rich,1,22,Charlie Rich
1973-09-22,Raised On Rock/For Ol' Times Sake,Elvis Presley,41,9,Elvis Presley
1973-09-15,Farewell Andromeda (Welcome To My Morning),John Denver,89,5,John Denver
1973-09-15,Outlaw Man,Eagles,59,8,Eagles
1973-09-15,Paper Roses,Marie Osmond,5,16,Marie Osmond
1973-09-01,Everybody's Had The Blues,Merle Haggard And The Strangers,62,8,The Strangers;Merle Haggard
1973-08-25,Kid Stuff,Barbara Fairchild,95,5,Barbara Fairchild
1973-08-25,You're The Best Thing That Ever Happened To Me,Ray Price,82,9,Ray Price
1973-08-25,Blood Red And Goin' Down,Tanya Tucker,74,9,Tanya Tucker
1973-08-25,Summer (The First Time),Bobby Goldsboro,21,14,Bobby Goldsboro
1973-08-18,Send A Little Love My Way,Anne Murray,72,7,Anne Murray
1973-08-11,You've Never Been This Far Before,Conway Twitty,22,14,Conway Twitty
1973-07-21,Sunshine,Mickey Newbury,87,3,Mickey Newbury
1973-07-07,"Lord, Mr. Ford",Jerry Reed,68,7,Jerry Reed
1973-06-30,Top Of The World,Lynn Anderson,74,10,Lynn Anderson
1973-06-30,Uneasy Rider,Charlie Daniels,9,12,Charlie Daniels
1973-06-23,He Did With Me,Vicki Lawrence,75,7,Vicki Lawrence
1973-06-23,Tequila Sunrise,Eagles,64,8,Eagles
1973-06-16,You Were Always There,Donna Fargo,93,7,Donna Fargo
1973-06-16,Kids Say The Darndest Things,Tammy Wynette,72,4,Tammy Wynette
1973-05-26,Come Live With Me,Roy Clark,89,3,Roy Clark
1973-05-26,What's Your Mama's Name,Tanya Tucker,86,4,Tanya Tucker
1973-05-26,What About Me,Anne Murray,64,8,Anne Murray
1973-05-26,I'd Rather Be A Cowboy,John Denver,62,10,John Denver
1973-05-12,Swamp Witch,Jim Stafford,39,12,Jim Stafford
1973-05-12,Satin Sheets,Jeanne Pruett,28,15,Jeanne Pruett
1973-05-05,Your Side Of The Bed,Mac Davis,88,6,Mac Davis
1973-04-28,Behind Closed Doors,Charlie Rich,15,19,Charlie Rich
1973-04-14,Steamroller Blues/Fool,Elvis Presley,17,12,Elvis Presley
1973-04-07,Why Me,Kris Kristofferson,16,38,Kris Kristofferson
1973-03-31,If We Try,Don McLean,58,7,Don McLean
1973-03-31,Hearts Of Stone,The Blue Ridge Rangers,37,12,The Blue Ridge Rangers
1973-03-17,I Knew Jesus (Before He Was A Star),Glen Campbell,45,12,Glen Campbell
1973-02-24,Superman,Donna Fargo,41,9,Donna Fargo
1973-02-24,Teddy Bear Song,Barbara Fairchild,32,19,Barbara Fairchild
1973-02-17,Dream Me Home,Mac Davis,73,7,Mac Davis
1973-02-17,"Boo, Boo, Don't 'Cha Be Blue",Tommy James,70,6,Tommy James
1973-02-17,Daisy A Day,Jud Strunk,14,16,Jud Strunk
1973-02-10,The Night The Lights Went Out In Georgia,Vicki Lawrence,1,20,Vicki Lawrence
1973-01-20,If It's All Right With You,Dottie West,97,3,Dottie West
1973-01-13,Dueling Banjos,Deliverance/Eric Weissberg & Steve Mandell,2,14,Deliverance/Eric Weissberg;Steve Mandell
1973-01-06,She's Got To Be A Saint,Ray Price,93,4,Ray Price
1973-01-06,Danny's Song,Anne Murray,7,18,Anne Murray
1972-12-30,Jesus Was A Capricorn,Kris Kristofferson,91,3,Kris Kristofferson
1972-12-30,Fever/My Crew,Rita Coolidge,76,7,Rita Coolidge
1972-12-30,Peaceful Easy Feeling,Eagles,22,12,Eagles
1972-12-23,Boogie Woogie Man,Paul Davis,68,9,Paul Davis
1972-12-23,Anthem,Wayne Newton,65,5,Wayne Newton
1972-12-23,Dreidel,Don McLean,21,12,Don McLean
1972-12-09,One Last Time,Glen Campbell,78,7,Glen Campbell
1972-12-02,Separate Ways,Elvis Presley,20,12,Elvis Presley
1972-12-02,Jambalaya (On The Bayou),The Blue Ridge Rangers,16,16,The Blue Ridge Rangers
1972-11-25,Everybody Loves A Love Song,Mac Davis,63,7,Mac Davis
1972-11-25,Rocky Mountain High,John Denver,9,19,John Denver
1972-11-04,Celebration,Tommy James,95,3,Tommy James
1972-09-30,Funny Face,Donna Fargo,5,20,Donna Fargo
1972-09-23,Can't You Hear The Song?,Wayne Newton,48,8,Wayne Newton
1972-09-16,With Pen In Hand,Bobby Goldsboro,94,5,Bobby Goldsboro
1972-09-09,Witchy Woman,Eagles,9,13,Eagles
1972-09-02,Good Time Charlie's Got The Blues,Danny O'Keefe,9,13,Danny O'Keefe
1972-08-26,I've Got To Have You,Sammi Smith,77,7,Sammi Smith
1972-08-26,I Will Never Pass This Way Again,Glen Campbell,61,7,Glen Campbell
1972-08-19,Love Song,Tommy James,67,6,Tommy James
1972-08-19,Burning Love,Elvis Presley,2,15,Elvis Presley
1972-08-05,Geronimo's Cadillac,Michael Murphey,37,13,Michael Murphey
1972-07-22,Goodbye Again,John Denver,88,6,John Denver
1972-07-15,Alabama Wild Man,Jerry Reed,62,8,Jerry Reed
1972-07-01,Delta Dawn,Tanya Tucker,72,7,Tanya Tucker
1972-07-01,Baby Don't Get Hooked On Me,Mac Davis,1,18,Mac Davis
1972-06-17,Cat's Eye In The Window,Tommy James,90,4,Tommy James
1972-06-03,Take It Easy,Eagles,12,11,Eagles
1972-05-27,Beautiful,Gordon Lightfoot,58,11,Gordon Lightfoot
1972-05-27,The Happiest Girl In The Whole U.S.A.,Donna Fargo,11,16,Donna Fargo
1972-05-13,Me And Jesus,Tom T. Hall,98,2,Tom T. Hall
1972-05-13,Kate,Johnny Cash And The Tennessee Three,75,7,The Tennessee Three;Johnny Cash
1972-05-06,An American Trilogy,Elvis Presley,66,6,Elvis Presley
1972-04-22,Daddy Don't You Walk So Fast,Wayne Newton,4,20,Wayne Newton
1972-04-01,All His Children,Charley Pride with Henry Mancini,92,3,Charley Pride;Henry Mancini
1972-04-01,School Teacher,Kenny Rogers & The First Edition,91,4,The First Edition;Kenny Rogers
1972-04-01,Cotton Jenny,Anne Murray,71,5,Anne Murray
1972-03-18,"Vincent (Starry, Starry Night)/Castles In The Air",Don McLean,12,12,Don McLean
1972-03-11,Everyday,John Denver,81,3,John Denver
1972-03-11,Josie,Kris Kristofferson,63,8,Kris Kristofferson
1972-03-04,Rock Me On The Water,Linda Ronstadt,85,3,Linda Ronstadt
1972-02-19,Tell 'Em Willie Boy 's A'Comin',Tommy James,89,4,Tommy James
1972-01-29,Bedtime Story,Tammy Wynette,86,4,Tammy Wynette
1972-01-29,Cry,Lynn Anderson,71,5,Lynn Anderson
1972-01-29,"Love Me, Love Me Love",Frank Mills,46,9,Frank Mills
1972-01-29,Until It's Time For You To Go,Elvis Presley,40,9,Elvis Presley
1972-01-08,Another Puff,Jerry Reed,65,5,Jerry Reed
1971-12-04,Carolyn,Merle Haggard And The Strangers,58,7,The Strangers;Merle Haggard
1971-11-27,Nothing To Hide,Tommy James,41,9,Tommy James
1971-11-27,American Pie (Parts I & II),Don McLean,1,19,Don McLean
1971-11-20,Turn Your Radio On,Ray Stevens,63,7,Ray Stevens
1971-11-20,Kiss An Angel Good Mornin',Charley Pride,21,16,Charley Pride
1971-11-06,Fool Me,Joe South,78,7,Joe South
1971-11-06,Friends With You,John Denver,47,11,John Denver
1971-11-06,An American Trilogy,Mickey Newbury,26,11,Mickey Newbury
1971-10-16,Banks Of The Ohio,Olivia Newton-John,94,4,Olivia Newton-John
1971-10-09,"Baby, I'm Yours",Jody Miller,91,4,Jody Miller
1971-10-09,It's Only Love,Elvis Presley,51,6,Elvis Presley
1971-09-25,I'm Comin' Home,Tommy James,40,7,Tommy James
1971-09-11,Summer Side Of Life,Gordon Lightfoot,98,2,Gordon Lightfoot
1971-09-11,Talk It Over In The Morning,Anne Murray,57,7,Anne Murray
1971-09-04,Ko-Ko Joe,Jerry Reed,51,6,Jerry Reed
1971-08-28,All My Trials,Ray Stevens,70,6,Ray Stevens
1971-08-21,I'm Just Me,Charley Pride,94,2,Charley Pride
1971-08-21,How Can I Unlove You,Lynn Anderson,63,7,Lynn Anderson
1971-08-21,The Year That Clayton Delaney Died,Tom T. Hall,42,12,Tom T. Hall
1971-08-21,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,26,13,Kris Kristofferson
1971-08-21,Easy Loving,Freddie Hart,17,17,Freddie Hart
1971-08-14,I'd Rather Be Sorry,Ray Price,70,6,Ray Price
1971-07-31,Good Enough To Be Your Wife,Jeannie C. Riley,97,4,Jeannie C. Riley
1971-07-24,Come Back Home,Bobby Goldsboro,69,6,Bobby Goldsboro
1971-07-10,I'm Leavin',Elvis Presley,36,9,Elvis Presley
1971-07-10,Saturday Morning Confusion,Bobby Russell,28,14,Bobby Russell
1971-06-26,Take My Hand,Kenny Rogers & The First Edition,91,2,The First Edition;Kenny Rogers
1971-06-26,The Last Time I Saw Her,Glen Campbell,61,7,Glen Campbell
1971-06-26,He's So Fine,Jody Miller,53,9,Jody Miller
1971-06-19,Talking In Your Sleep,Gordon Lightfoot,64,7,Gordon Lightfoot
1971-06-12,Draggin' The Line,Tommy James,4,13,Tommy James
1971-05-29,If Not For You,Olivia Newton-John,25,17,Olivia Newton-John
1971-05-15,You're My Man,Lynn Anderson,63,6,Lynn Anderson
1971-05-15,Life/Only Believe,Elvis Presley,53,7,Elvis Presley
1971-05-08,And I Love You So,Bobby Goldsboro,83,6,Bobby Goldsboro
1971-05-08,"When You're Hot, You're Hot",Jerry Reed,9,12,Jerry Reed
1971-05-01,A Mama And A Papa,Ray Stevens,82,3,Ray Stevens
1971-04-10,"Take Me Home, Country Roads",John Denver,2,23,John Denver
1971-04-03,"Oh, Singer",Jeannie C. Riley,74,6,Jeannie C. Riley
1971-03-27,C'mon,Poco,69,7,Poco
1971-03-27,Someone Who Cares,Kenny Rogers & The First Edition,51,7,The First Edition;Kenny Rogers
1971-03-20,Adrienne,Tommy James,93,3,Tommy James
1971-03-20,Soldier's Last Letter,Merle Haggard And The Strangers,90,3,The Strangers;Merle Haggard
1971-03-20,Man In Black,Johnny Cash,58,6,Johnny Cash
1971-03-20,I Won't Mention It Again,Ray Price,42,14,Ray Price
1971-03-13,I'd Rather Love You,Charley Pride,79,3,Charley Pride
1971-03-13,"Where Did They Go, Lord/Rags To Riches",Elvis Presley,33,7,Elvis Presley
1971-03-13,Dream Baby (How Long Must I Dream),Glen Campbell,31,7,Glen Campbell
1971-02-27,Beginning To Feel The Pain,Mac Davis,92,2,Mac Davis
1971-02-27,After The Fire Is Gone,Conway Twitty & Loretta Lynn,56,6,Conway Twitty;Loretta Lynn
1971-01-23,(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt,70,5,Linda Ronstadt
1971-01-16,Bed Of Rose's,The Statler Brothers,58,9,The Statler Brothers
1971-01-16,Help Me Make It Through The Night,Sammi Smith,8,16,Sammi Smith
1970-12-26,I Really Don't Want To Know/There Goes My Everything,Elvis Presley,21,9,Elvis Presley
1970-12-26,Watching Scotty Grow,Bobby Goldsboro,11,13,Bobby Goldsboro
1970-12-26,If You Could Read My Mind,Gordon Lightfoot,5,15,Gordon Lightfoot
1970-12-19,Church Street Soul Revival,Tommy James,62,7,Tommy James
1970-12-19,Bridget The Midget (The Queen Of The Blues),Ray Stevens,50,10,Ray Stevens
1970-12-12,Flesh And Blood,Johnny Cash,54,7,Johnny Cash
1970-12-05,Sing High - Sing Low,Anne Murray,83,5,Anne Murray
1970-11-28,Rose Garden,Lynn Anderson,3,17,Lynn Anderson
1970-11-07,Sunset Strip,Ray Stevens,81,4,Ray Stevens
1970-10-31,Thank God And Greyhound,Roy Clark,90,3,Roy Clark
1970-10-31,Amos Moses,Jerry Reed,8,24,Jerry Reed
1970-10-24,"Run, Woman, Run",Tammy Wynette,92,2,Tammy Wynette
1970-10-24,Fifteen Years Ago,Conway Twitty,81,4,Conway Twitty
1970-10-24,I Can't Believe That You've Stopped Loving Me,Charley Pride,71,6,Charley Pride
1970-10-24,You Don't Have To Say You Love Me/Patch It Up,Elvis Presley,11,10,Elvis Presley
1970-10-17,The Taker,Waylon Jennings,94,1,Waylon Jennings
1970-10-17,Heed The Call,Kenny Rogers & The First Edition,33,10,The First Edition;Kenny Rogers
1970-10-03,You Better Think Twice,Poco,72,8,Poco
1970-09-12,Loving You Is A Natural Thing,Ronnie Milsap,87,3,Ronnie Milsap
1970-09-12,I Just Wanna Keep It Together,Paul Davis,51,9,Paul Davis
1970-09-05,It's Only Make Believe,Glen Campbell,10,12,Glen Campbell
1970-08-29,Sunday Morning Coming Down,Johnny Cash,46,7,Johnny Cash
1970-08-29,For The Good Times,Ray Price,11,24,Ray Price
1970-08-15,Long Long Time,Linda Ronstadt,25,12,Linda Ronstadt
1970-08-01,Ball And Chain,Tommy James,57,7,Tommy James
1970-08-01,I've Lost You/The Next Step Is Love,Elvis Presley,32,9,Elvis Presley
1970-07-25,"America, Communicate With Me",Ray Stevens,45,6,Ray Stevens
1970-07-18,Snowbird,Anne Murray,8,16,Anne Murray
1970-07-11,Apartment 21,Bobbie Gentry,81,6,Bobbie Gentry
1970-07-04,Wonder Could I Live There Anymore,Charley Pride,87,3,Charley Pride
1970-07-04,Hello Darlin',Conway Twitty,60,8,Conway Twitty
1970-07-04,Everything A Man Could Ever Need,Glen Campbell,52,8,Glen Campbell
1970-07-04,Tell It All Brother,Kenny Rogers & The First Edition,17,11,The First Edition;Kenny Rogers
1970-06-27,Humphrey The Camel,Jack Blanchard & Misty Morgan,78,6,Jack Blanchard;Misty Morgan
1970-06-20,Dear Ann,George Baker Selection,93,2,George Baker Selection
1970-06-13,He Loves Me All The Way,Tammy Wynette,97,2,Tammy Wynette
1970-05-16,"Whoever Finds This, I Love You",Mac Davis,53,8,Mac Davis
1970-05-16,Mississippi,John Phillips,32,12,John Phillips
1970-05-16,The Wonder Of You/Mama Liked The Roses,Elvis Presley,9,12,Elvis Presley
1970-04-18,A Little Bit Of Soap,Paul Davis,52,12,Paul Davis
1970-04-11,He Made A Woman Out Of Me,Bobbie Gentry,71,5,Bobbie Gentry
1970-04-11,Oh Happy Day,Glen Campbell,40,8,Glen Campbell
1970-04-11,What Is Truth,Johnny Cash,19,8,Johnny Cash
1970-04-04,Can You Feel It,Bobby Goldsboro,75,6,Bobby Goldsboro
1970-04-04,Everything Is Beautiful,Ray Stevens,1,15,Ray Stevens
1970-03-28,12-Jul-39,Charlie Rich,85,4,Charlie Rich
1970-03-21,Children,Joe South,51,7,Joe South
1970-03-21,Little Green Bag,George Baker Selection,21,13,George Baker Selection
1970-03-14,Is Anybody Goin' To San Antone,Charley Pride,70,7,Charley Pride
1970-02-28,Rock Island Line,Johnny Cash,93,1,Johnny Cash
1970-02-28,Tennessee Bird Walk,Jack Blanchard & Misty Morgan,23,13,Jack Blanchard;Misty Morgan
1970-02-28,Long Lonesome Highway,Michael Parks,20,12,Michael Parks
1970-02-14,The Fightin' Side Of Me,Merle Haggard And The Strangers,92,3,The Strangers;Merle Haggard
1970-02-14,All I Have To Do Is Dream,Bobbie Gentry & Glen Campbell,27,10,Bobbie Gentry;Glen Campbell
1970-02-14,Kentucky Rain,Elvis Presley,16,9,Elvis Presley
1970-02-14,Something's Burning,Kenny Rogers & The First Edition,11,16,The First Edition;Kenny Rogers
1970-01-31,I'll See Him Through,Tammy Wynette,100,2,Tammy Wynette
1970-01-24,Then She's A Lover,Roy Clark,94,3,Roy Clark
1970-01-24,If I Were A Carpenter,Johnny Cash & June Carter,36,8,Johnny Cash;June Carter
1970-01-17,Honey Come Back,Glen Campbell,19,9,Glen Campbell
1970-01-10,Mornin Mornin,Bobby Goldsboro,78,5,Bobby Goldsboro
1970-01-03,Walk A Mile In My Shoes,Joe South and The Believers,12,11,The Believers;Joe South
1969-12-13,Big In Vegas,Buck Owens and The Buckaroos,100,1,The Buckaroos;Buck Owens
1969-11-29,Don't Cry Daddy/Rubberneckin',Elvis Presley,6,13,Elvis Presley
1969-11-22,Blistered/See Ruby Fall,Johnny Cash,50,6,Johnny Cash
1969-11-22,Fancy,Bobbie Gentry,31,14,Bobbie Gentry
1969-11-15,Get Rhythm,Johnny Cash,60,6,Johnny Cash
1969-11-08,See Ruby Fall,Johnny Cash,75,3,Johnny Cash
1969-11-08,(I'm So) Afraid Of Losing You Again,Charley Pride,74,6,Charley Pride
1969-11-01,Okie From Muskogee,Merle Haggard And The Strangers,41,14,The Strangers;Merle Haggard
1969-10-25,Sunday Mornin' Comin' Down,Ray Stevens,81,3,Ray Stevens
1969-10-11,Groovy Grubworm,Harlow Wilcox and the Oakies,30,12,the Oakies;Harlow Wilcox
1969-10-11,Try A Little Kindness,Glen Campbell,23,11,Glen Campbell
1969-10-04,Suite: Judy Blue Eyes,"Crosby, Stills & Nash",21,12,"Crosby, Stills & Nash"
1969-09-27,Reuben James,Kenny Rogers & The First Edition,26,12,The First Edition;Kenny Rogers
1969-09-13,Suspicious Minds,Elvis Presley,1,15,Elvis Presley
1969-09-06,MacArthur Park,Waylon Jennings & The Kimberlys,93,2,The Kimberlys;Waylon Jennings
1969-08-30,The Ways To Love A Man,Tammy Wynette,81,4,Tammy Wynette
1969-08-23,All I Have To Offer You (Is Me),Charley Pride,91,5,Charley Pride
1969-08-23,Don't It Make You Want To Go Home,Joe South and The Believers,41,12,The Believers;Joe South
1969-08-16,Muddy Mississippi Line,Bobby Goldsboro,53,9,Bobby Goldsboro
1969-07-26,True Grit,Glen Campbell,35,7,Glen Campbell
1969-07-26,A Boy Named Sue,Johnny Cash,2,12,Johnny Cash
1969-07-19,Marrakesh Express,"Crosby, Stills & Nash",28,8,"Crosby, Stills & Nash"
1969-07-12,Birds Of A Feather,Joe South,96,1,Joe South
1969-07-05,Clean Up Your Own Back Yard,Elvis Presley,35,8,Elvis Presley
1969-06-28,Along Came Jones,Ray Stevens,27,8,Ray Stevens
1969-06-14,"Yesterday, When I Was Young",Roy Clark,19,10,Roy Clark
1969-06-07,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,6,13,The First Edition;Kenny Rogers
1969-05-10,Turn Around And Love You,Rita Coolidge,96,1,Rita Coolidge
